"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"HSPA9",4.25829849033506e-21,0.273739480894554,0.45,0.167,9.43638945458249e-17,"9","HSPA9"
"ANAPC5",4.51365384811569e-21,0.326874335697224,0.423,0.156,1.00022569274244e-16,"9","ANAPC5"
"ANXA21",4.62236859097077e-21,0.910606311154784,0.436,0.187,1.02431687975912e-16,"9","ANXA2"
"RNASEK2",5.15609239309734e-21,0.463123806683549,0.864,0.479,1.14259007431037e-16,"9","RNASEK"
"CYTOR1",5.17886097534407e-21,0.343710255718844,0.455,0.176,1.14763559213624e-16,"9","CYTOR"
"MRPS21",5.46488801302079e-21,0.481777192534576,0.568,0.248,1.21101918368541e-16,"9","MRPS21"
"RPS3AP262",5.80280633036857e-21,0.657102539778138,0.777,0.468,1.28590188280968e-16,"9","RPS3AP26"
"ARPC52",5.89004589513751e-21,0.536644819770772,0.6,0.266,1.30523417036247e-16,"9","ARPC5"
"NDUFA122",5.96766169761503e-21,0.402449965415128,0.55,0.23,1.32243383219149e-16,"9","NDUFA12"
"RACK12",5.98397018116672e-21,0.648615925472748,0.95,0.838,1.32604779214655e-16,"9","RACK1"
"TM9SF2",6.07363764929949e-21,0.26744153217703,0.286,0.088,1.34591810308477e-16,"9","TM9SF2"
"NDUFS82",6.09909301288552e-21,0.371579463578792,0.545,0.227,1.35155901165543e-16,"9","NDUFS8"
"PRKDC1",6.66988133456158e-21,0.318757821212279,0.327,0.107,1.47804570373885e-16,"9","PRKDC"
"C1orf43",6.91639211480909e-21,0.300407574510469,0.464,0.179,1.53267249264169e-16,"9","C1orf43"
"DAZAP1",7.07634101484558e-21,0.336771128707998,0.268,0.08,1.56811716888978e-16,"9","DAZAP1"
"MT-ND4L1",7.16855515932952e-21,0.415085871331615,0.545,0.231,1.58855182330742e-16,"9","MT-ND4L"
"PSMB32",7.45349154835874e-21,0.495684138257615,0.668,0.312,1.6516937271163e-16,"9","PSMB3"
"SF3B53",8.06720529847072e-21,0.502821449638111,0.732,0.367,1.78769269414111e-16,"9","SF3B5"
"RPL27A3",8.64673970603147e-21,0.568308624566989,0.991,0.933,1.91611751885657e-16,"9","RPL27A"
"RPL283",9.13718031739551e-21,0.550200423549323,0.995,0.945,2.02479915833485e-16,"9","RPL28"
"GTF3C61",1.02048481493974e-20,0.318047995910891,0.45,0.171,2.26139434990646e-16,"9","GTF3C6"
"HMGB1P61",1.10647303127295e-20,0.47258944485815,0.341,0.116,2.45194423730086e-16,"9","HMGB1P6"
"HLA-DQB11",1.1851212102192e-20,0.552947187442762,0.336,0.115,2.62622860184574e-16,"9","HLA-DQB1"
"NDUFB10",1.22729228612395e-20,0.41643721174284,0.641,0.293,2.71967970605068e-16,"9","NDUFB10"
"PSME22",1.23842887588658e-20,0.32529832891725,0.623,0.267,2.74435838896465e-16,"9","PSME2"
"AC131235.11",1.38362103309642e-20,0.272054942385011,0.464,0.177,3.06610420934167e-16,"9","AC131235.1"
"RIF11",1.54275642627171e-20,0.359617678594054,0.282,0.087,3.4187482406181e-16,"9","RIF1"
"RTF1",1.66896722202368e-20,0.401248929561775,0.368,0.131,3.69843136400447e-16,"9","RTF1"
"GPX42",1.68481815444536e-20,0.531199015156436,0.773,0.436,3.73355703025091e-16,"9","GPX4"
"AL450405.12",1.78925607363163e-20,0.629231539831015,0.905,0.711,3.96499145916768e-16,"9","AL450405.1"
"MYADM1",1.91002425123981e-20,0.44693010277979,0.55,0.232,4.23261374074742e-16,"9","MYADM"
"CSNK1A1",2.19812876890039e-20,0.330680925530851,0.559,0.235,4.87105335188326e-16,"9","CSNK1A1"
"RSL1D11",2.35330780111761e-20,0.403771336602002,0.627,0.281,5.21493008727662e-16,"9","RSL1D1"
"DNMT11",2.38626832446055e-20,0.280310324806291,0.355,0.121,5.28797060700457e-16,"9","DNMT1"
"SSR41",2.5365089169751e-20,0.529705345459987,0.855,0.497,5.62090376001682e-16,"9","SSR4"
"ACADVL1",2.74475541488383e-20,0.343430372021478,0.427,0.165,6.08237799938258e-16,"9","ACADVL"
"PARK71",2.76301337019399e-20,0.526778753728709,0.659,0.323,6.12283762834987e-16,"9","PARK7"
"BIRC51",2.8769320495028e-20,0.686533092407049,0.309,0.106,6.37528142169819e-16,"9","BIRC5"
"PRDX1",2.98410451022239e-20,0.340362688183825,0.35,0.124,6.61277559465282e-16,"9","PRDX1"
"STOML21",3.15176694940643e-20,0.269238968436113,0.432,0.164,6.98431555988465e-16,"9","STOML2"
"AC078817.1",3.22623003718171e-20,0.283311642492662,0.25,0.072,7.14932576239466e-16,"9","AC078817.1"
"TARDBP",3.52293921238477e-20,0.424216861008767,0.259,0.078,7.80683329464465e-16,"9","TARDBP"
"DDOST",3.90712200926736e-20,0.299446647481161,0.364,0.129,8.65818237253647e-16,"9","DDOST"
"PSMA73",4.01197709593878e-20,0.657141842630262,0.764,0.407,8.89054124460033e-16,"9","PSMA7"
"NACA2",4.97853180336855e-20,0.5712126010529,0.945,0.853,1.10324264762647e-15,"9","NACA"
"OIP5-AS11",5.2948234797042e-20,0.282060976133223,0.345,0.121,1.17333288310245e-15,"9","OIP5-AS1"
"COX4I14",5.81660613029595e-20,0.569311892232709,0.95,0.711,1.28895991847358e-15,"9","COX4I1"
"RHOA2",6.17653262674743e-20,0.556781582747818,0.759,0.418,1.36871963008723e-15,"9","RHOA"
"TIPRL",6.53156642301844e-20,0.283954611264041,0.264,0.08,1.44739511934089e-15,"9","TIPRL"
"RPS3AP62",6.53551340845966e-20,0.438723779924509,0.723,0.357,1.44826977131466e-15,"9","RPS3AP6"
"POLR2L3",6.80144458902673e-20,0.572640384728179,0.768,0.427,1.50720012092832e-15,"9","POLR2L"
"GTF2A21",7.36515745646639e-20,0.441355708611045,0.541,0.233,1.63211889235295e-15,"9","GTF2A2"
"DDX212",7.41182379328937e-20,0.465920203291439,0.568,0.247,1.64246015259292e-15,"9","DDX21"
"MRPL371",7.55486395867483e-20,0.34413278510537,0.282,0.09,1.67415785324234e-15,"9","MRPL37"
"CLINT1",7.59632760618026e-20,0.325203122887073,0.277,0.086,1.68334619752955e-15,"9","CLINT1"
"DNAJC15",9.06687528655197e-20,0.263006099321546,0.459,0.179,2.00921956349992e-15,"9","DNAJC15"
"HNRNPM2",9.92717705511515e-20,0.390994429317427,0.664,0.31,2.19986243541352e-15,"9","HNRNPM"
"WDR83OS2",1.04573931020316e-19,0.389631664097908,0.609,0.285,2.3173583114102e-15,"9","WDR83OS"
"LYST1",1.15485967976226e-19,0.583463428387264,0.336,0.119,2.55916905035317e-15,"9","LYST"
"SUCLG1",1.20587840094492e-19,0.356432818497756,0.386,0.143,2.67222653649395e-15,"9","SUCLG1"
"LAMTOR42",1.22596032975963e-19,0.665644396868602,0.791,0.449,2.71672809074735e-15,"9","LAMTOR4"
"AL139095.23",1.38732721017246e-19,0.50399353214726,0.732,0.393,3.07431709774217e-15,"9","AL139095.2"
"THOC71",1.48776789449123e-19,0.406542231296353,0.527,0.229,3.29689365419256e-15,"9","THOC7"
"RNF7",1.60398465228076e-19,0.273472754817252,0.459,0.179,3.55442998945417e-15,"9","RNF7"
"XRCC51",1.90415746654128e-19,0.260677559094819,0.509,0.204,4.21961294585548e-15,"9","XRCC5"
"CHID11",1.90756458084668e-19,0.261224194300334,0.291,0.095,4.22716311115625e-15,"9","CHID1"
"COX7A22",2.26818898580893e-19,0.636189763312202,0.845,0.562,5.02630679255259e-15,"9","COX7A2"
"NDUFA111",2.35264273028711e-19,0.546157181405429,0.609,0.284,5.21345629031624e-15,"9","NDUFA11"
"CEP350",2.47400988144325e-19,0.348433140041735,0.255,0.078,5.48240589727825e-15,"9","CEP350"
"POMP2",2.71694637139477e-19,0.587460974345958,0.745,0.399,6.0207531590108e-15,"9","POMP"
"SNU13",2.96501665781733e-19,0.357254577324994,0.645,0.299,6.57047691372321e-15,"9","SNU13"
"CELF1",3.08493639933107e-19,0.27471080579382,0.355,0.126,6.83621906091766e-15,"9","CELF1"
"PSMB12",3.09150979245139e-19,0.425919542582321,0.705,0.35,6.85078570007228e-15,"9","PSMB1"
"EIF3F2",3.20633513053216e-19,0.504965477070311,0.773,0.446,7.10523864925928e-15,"9","EIF3F"
"KTN1",3.21127634965749e-19,0.317911334013736,0.495,0.203,7.11618839084099e-15,"9","KTN1"
"RSL24D12",3.21885333193576e-19,0.530777823421522,0.736,0.397,7.13297898356965e-15,"9","RSL24D1"
"SUB12",3.3181066535604e-19,0.568969150497317,0.864,0.56,7.35292434428985e-15,"9","SUB1"
"AC136632.12",3.38185192971853e-19,0.373386199687964,0.573,0.247,7.49418387625627e-15,"9","AC136632.1"
"PHACTR12",4.58760331180871e-19,0.307856631321651,0.368,0.133,1.01661289389681e-14,"9","PHACTR1"
"METAP22",4.68374455198053e-19,0.251657961097062,0.495,0.198,1.03791779271889e-14,"9","METAP2"
"YWHAQ3",4.95860579960513e-19,0.326311235590343,0.586,0.257,1.0988270451925e-14,"9","YWHAQ"
"AC109326.12",5.75988849160324e-19,0.250680430606723,0.609,0.288,1.27639128973928e-14,"9","AC109326.1"
"COX5B3",5.96220789311478e-19,0.596714654935624,0.814,0.484,1.32122526911423e-14,"9","COX5B"
"H3F3AP42",6.41097512780522e-19,0.348190237273938,0.514,0.219,1.42067208832164e-14,"9","H3F3AP4"
"FLNA3",6.4997251620711e-19,0.377095769595893,0.427,0.165,1.44033909591496e-14,"9","FLNA"
"PSMB81",8.1792453092817e-19,0.343778560992988,0.541,0.227,1.81252076053683e-14,"9","PSMB8"
"NDUFA9",8.33898806278944e-19,0.316987811822583,0.314,0.106,1.84791975471414e-14,"9","NDUFA9"
"ANP32A",8.39041502328376e-19,0.341365071677304,0.441,0.175,1.85931596915968e-14,"9","ANP32A"
"MCM51",8.52229577405204e-19,0.470830140424008,0.255,0.08,1.88854074352993e-14,"9","MCM5"
"AC012618.13",9.34541022066158e-19,0.52708551301535,0.959,0.74,2.07094290489861e-14,"9","AC012618.1"
"RPL35P12",1.02046087329248e-18,0.30454991948441,0.464,0.184,2.26134129521613e-14,"9","RPL35P1"
"EID1",1.08046870273266e-18,0.482808237125415,0.641,0.331,2.39431864525556e-14,"9","EID1"
"RPL193",1.10065377051024e-18,0.507146975283347,1,0.946,2.43904875545069e-14,"9","RPL19"
"AC090498.1",1.13406812156117e-18,0.283558645362662,0.4,0.148,2.51309495737955e-14,"9","AC090498.1"
"TMED23",1.19238715687409e-18,0.351376120469062,0.605,0.267,2.64232993963299e-14,"9","TMED2"
"SRSF11",1.2310517397578e-18,0.331033427523971,0.364,0.134,2.7280106553033e-14,"9","SRSF1"
"AP001324.13",1.24389401806328e-18,0.534285734994778,0.964,0.802,2.75646914402824e-14,"9","AP001324.1"
"HNRNPA2B13",1.31897301959526e-18,0.522756589663235,0.845,0.546,2.9228442114231e-14,"9","HNRNPA2B1"
"NDUFS31",1.38514441251196e-18,0.402859016377093,0.364,0.135,3.06948001812649e-14,"9","NDUFS3"
"RPS123",1.46930114363971e-18,0.500739431791726,1,0.981,3.25597133430559e-14,"9","RPS12"
"PSMB4",1.48117789001337e-18,0.256776398908989,0.445,0.178,3.28229020426962e-14,"9","PSMB4"
"ZNF106",1.6098289949332e-18,0.282791418459445,0.291,0.096,3.56738105277198e-14,"9","ZNF106"
"PRKAR1A",1.64883482129706e-18,0.30499354280456,0.323,0.112,3.65381796399428e-14,"9","PRKAR1A"
"SKA21",1.77557478355712e-18,0.332353916082769,0.3,0.103,3.93467372036257e-14,"9","SKA2"
"CHCHD11",1.89273654866759e-18,0.355190614119228,0.295,0.102,4.19430419184737e-14,"9","CHCHD1"
"ACAA2",1.90921938562791e-18,0.300628522582817,0.291,0.097,4.23083015855144e-14,"9","ACAA2"
"POLE41",2.0788819173405e-18,0.29791052590923,0.436,0.171,4.60680232882654e-14,"9","POLE4"
"SRSF33",2.11330929837508e-18,0.416458072992625,0.859,0.525,4.68309340519917e-14,"9","SRSF3"
"CD1643",2.17252160937802e-18,0.526679696736002,0.55,0.265,4.81430788638169e-14,"9","CD164"
"MTND2P281",2.21255038956913e-18,0.279760140315543,0.45,0.18,4.90301166328519e-14,"9","MTND2P28"
"DHX151",2.25485022631534e-18,0.262167598179122,0.282,0.093,4.99674810151479e-14,"9","DHX15"
"TUBB4B2",2.31477861604262e-18,0.534792870478514,0.532,0.236,5.12954941315044e-14,"9","TUBB4B"
"SRI2",2.38215931071045e-18,0.281962714352833,0.527,0.223,5.27886503253436e-14,"9","SRI"
"TTC31",2.56473594795559e-18,0.251884244169884,0.473,0.189,5.68345486066958e-14,"9","TTC3"
"YBX32",2.76513352248127e-18,0.33810032370875,0.514,0.23,6.1275358858185e-14,"9","YBX3"
"HNRNPU1",3.03666791235682e-18,0.58034195443834,0.709,0.356,6.7292560937827e-14,"9","HNRNPU"
"SCAND12",3.2639905688257e-18,0.417525326750131,0.677,0.326,7.23300310051775e-14,"9","SCAND1"
"CCDC85B3",3.48288399430144e-18,0.396801822694127,0.577,0.258,7.71807093137198e-14,"9","CCDC85B"
"RBM33",3.6077499897677e-18,0.489687956181917,0.777,0.466,7.99477397732522e-14,"9","RBM3"
"IDH23",3.71125589002443e-18,0.33456427191299,0.505,0.214,8.22414305229413e-14,"9","IDH2"
"SF3B61",4.14991379179481e-18,0.393556566671345,0.645,0.316,9.1962089626173e-14,"9","SF3B6"
"RPS27L",4.33455094237093e-18,0.416682822013639,0.682,0.338,9.60536488829398e-14,"9","RPS27L"
"PRR132",4.41556161101632e-18,0.330158553751628,0.65,0.3,9.78488453001217e-14,"9","PRR13"
"SUMO23",5.24574287912899e-18,0.548051207249871,0.814,0.516,1.16245662201498e-13,"9","SUMO2"
"SRP19",5.29573980521652e-18,0.370177350914482,0.377,0.144,1.17353594083598e-13,"9","SRP19"
"AC010343.12",5.40377110511999e-18,0.55791520173679,0.759,0.449,1.19747567689459e-13,"9","AC010343.1"
"LAMTOR11",5.78903406134423e-18,0.301782639326066,0.559,0.256,1.28284994799388e-13,"9","LAMTOR1"
"EIF2A1",5.84351039630299e-18,0.291278111486236,0.45,0.183,1.29492190382074e-13,"9","EIF2A"
"MTCO1P122",6.47094114004016e-18,0.407405806300177,0.691,0.336,1.4339605566329e-13,"9","MTCO1P12"
"RNF181",6.50165885257019e-18,0.254454631984182,0.418,0.167,1.44076760172955e-13,"9","RNF181"
"HSP90AA14",6.87650965503963e-18,0.499302852826728,0.855,0.571,1.52383453955678e-13,"9","HSP90AA1"
"HNRNPF1",7.13094904618837e-18,0.385439499265385,0.591,0.271,1.58021830863534e-13,"9","HNRNPF"
"AL591846.11",8.88180278088543e-18,0.378267460939471,0.591,0.266,1.96820749624421e-13,"9","AL591846.1"
"DANCR1",1.02735811151795e-17,0.293578157069375,0.414,0.162,2.27662557512378e-13,"9","DANCR"
"ECH12",1.10980170105931e-17,0.265973277832796,0.477,0.2,2.45932056954742e-13,"9","ECH1"
"MRPL201",1.18246379173692e-17,0.368722826489858,0.441,0.178,2.62033976248901e-13,"9","MRPL20"
"NCL3",1.41274485088288e-17,0.464930354088642,0.664,0.347,3.13064258955646e-13,"9","NCL"
"PRKRA",1.41857196483512e-17,0.299789247267447,0.277,0.091,3.14355547407463e-13,"9","PRKRA"
"RPL9P72",1.60620475262396e-17,0.340233713994886,0.627,0.295,3.55934973181469e-13,"9","RPL9P7"
"YTHDF2",1.73488350385359e-17,0.364093092775968,0.364,0.136,3.84450184453956e-13,"9","YTHDF2"
"NDUFA43",1.95174856502248e-17,0.49751536482079,0.841,0.552,4.32507482008981e-13,"9","NDUFA4"
"NOP102",2.16539392146261e-17,0.342796379907139,0.682,0.331,4.79851292996113e-13,"9","NOP10"
"SS18L2",2.35044377382508e-17,0.259588059512942,0.405,0.16,5.20858340279638e-13,"9","SS18L2"
"MINOS1",2.35981128570583e-17,0.438299339903585,0.395,0.158,5.22934180912411e-13,"9","MINOS1"
"EIF2S21",2.38826325094418e-17,0.430915430540204,0.491,0.215,5.29239136409231e-13,"9","EIF2S2"
"RPL34P183",2.42200284706646e-17,0.535504470589579,0.95,0.654,5.36715830909927e-13,"9","RPL34P18"
"COX7A2L1",2.91300547973116e-17,0.383532991642924,0.7,0.349,6.45522014308424e-13,"9","COX7A2L"
"HINT21",2.96597602080536e-17,0.358969442305718,0.364,0.142,6.57260286210469e-13,"9","HINT2"
"MIR4435-2HG",3.11206244607779e-17,0.258250563721299,0.264,0.088,6.89633038050838e-13,"9","MIR4435-2HG"
"AC068724.13",3.692499290975e-17,0.468876456973266,0.809,0.516,8.1825784288006e-13,"9","AC068724.1"
"EIF3K2",3.92303513136055e-17,0.493652772905095,0.873,0.559,8.69344585109497e-13,"9","EIF3K"
"TMEM14B2",4.45366325294253e-17,0.270077793904296,0.664,0.318,9.86931776852064e-13,"9","TMEM14B"
"GAR11",4.53645774284287e-17,0.323046571007799,0.255,0.083,1.00527903581398e-12,"9","GAR1"
"TM9SF3",4.80135318021034e-17,0.297955804738707,0.259,0.084,1.06397986473461e-12,"9","TM9SF3"
"ARPC33",4.84701003606063e-17,0.527469910681788,0.836,0.568,1.07409742399104e-12,"9","ARPC3"
"PTP4A21",5.07486114247673e-17,0.3116579025528,0.45,0.191,1.12458922917284e-12,"9","PTP4A2"
"AC246787.12",5.57275484936469e-17,0.33260317274248,0.618,0.292,1.23492247461922e-12,"9","AC246787.1"
"DCXR",5.59804801309311e-17,0.321976465396887,0.382,0.153,1.24052743970143e-12,"9","DCXR"
"SCP21",5.96088382620721e-17,0.251581844309989,0.477,0.198,1.32093185588752e-12,"9","SCP2"
"ATP5H1",6.16831518998893e-17,0.438560184936449,0.595,0.29,1.36689864610155e-12,"9","ATP5H"
"RPS283",6.40261034344033e-17,0.530232075326088,0.995,0.896,1.41881845210638e-12,"9","RPS28"
"PPIG1",6.63060590572202e-17,0.322494712675241,0.514,0.228,1.469342268708e-12,"9","PPIG"
"RPL3P43",7.04968125487502e-17,0.551076716715281,0.964,0.798,1.5622093660803e-12,"9","RPL3P4"
"KIF221",7.47389803376096e-17,0.461009642793391,0.268,0.093,1.65621580428143e-12,"9","KIF22"
"CBX51",7.7031840077085e-17,0.266851278238903,0.432,0.173,1.7070255761082e-12,"9","CBX5"
"COPE1",7.974794387901e-17,0.422889413382237,0.627,0.318,1.76721443635886e-12,"9","COPE"
"DDX39A1",8.39558655900379e-17,0.372353188735176,0.4,0.162,1.86046198147524e-12,"9","DDX39A"
"EWSR1",8.57313814835077e-17,0.306554313188691,0.405,0.165,1.89980741367453e-12,"9","EWSR1"
"PNN2",9.06048325503578e-17,0.309822880081686,0.518,0.232,2.00780308931593e-12,"9","PNN"
"COX6C2",9.06474825205025e-17,0.503072490615407,0.823,0.537,2.00874821265434e-12,"9","COX6C"
"PCNA2",9.76382015451708e-17,0.385197113140174,0.368,0.145,2.16366254624098e-12,"9","PCNA"
"RPL413",1.04613899711137e-16,0.528822305172499,0.991,0.833,2.3182440175988e-12,"9","RPL41"
"NME42",1.39825465172293e-16,0.292635883341474,0.391,0.158,3.09853230821802e-12,"9","NME4"
"COX7C2",1.42712614228971e-16,0.456998367947636,0.941,0.726,3.16251153131399e-12,"9","COX7C"
"RPL24P83",1.57580199313267e-16,0.488188248269184,0.836,0.587,3.491977216782e-12,"9","RPL24P8"
"SRSF101",1.69439588490067e-16,0.260688018218861,0.486,0.208,3.75478128093988e-12,"9","SRSF10"
"RPL133",1.69684455082834e-16,0.482178293256414,1,0.976,3.76020752463561e-12,"9","RPL13"
"MRPS61",1.74527522046307e-16,0.251526847050189,0.395,0.156,3.86752988854617e-12,"9","MRPS6"
"COPS93",1.77515331217167e-16,0.42018121660431,0.605,0.292,3.93373973977243e-12,"9","COPS9"
"LEPROT1",1.81093034770476e-16,0.306505053493424,0.341,0.132,4.01302165051375e-12,"9","LEPROT"
"LY862",2.13013407543448e-16,0.390623270393957,0.264,0.09,4.72037711116282e-12,"9","LY86"
"AC009245.11",2.1783741053349e-16,0.299500197294288,0.523,0.232,4.82727701742214e-12,"9","AC009245.1"
"ZNHIT11",2.42313795864512e-16,0.34964462289745,0.541,0.249,5.3696737163576e-12,"9","ZNHIT1"
"AL590867.23",2.55041854886727e-16,0.388712610543089,0.805,0.46,5.65172750428988e-12,"9","AL590867.2"
"AP005202.13",2.74644730411323e-16,0.529717275048899,0.891,0.665,6.08612722591491e-12,"9","AP005202.1"
"AC020916.12",2.76752081591051e-16,0.358961112613649,0.432,0.188,6.13282612805769e-12,"9","AC020916.1"
"POLR1D1",3.0448422821493e-16,0.309893463521441,0.655,0.326,6.74737049724286e-12,"9","POLR1D"
"RPL313",3.04863860018587e-16,0.519270304908233,0.982,0.915,6.75578313801189e-12,"9","RPL3"
"FOS4",3.28544536392392e-16,0.459314146155596,0.968,0.837,7.28054692645541e-12,"9","FOS"
"RPL24P43",3.70733024660313e-16,0.433658358009114,0.691,0.36,8.21544382647254e-12,"9","RPL24P4"
"COX14",3.7782213554635e-16,0.260894276378142,0.459,0.194,8.37253852370712e-12,"9","COX14"
"SH3KBP11",3.95015886324614e-16,0.272135228046635,0.395,0.156,8.75355204095344e-12,"9","SH3KBP1"
"FAM173A",4.00734553501023e-16,0.28859371868323,0.277,0.096,8.88027770558267e-12,"9","FAM173A"
"MANF",4.13099834379017e-16,0.30357545618744,0.332,0.127,9.15429232983903e-12,"9","MANF"
"TMA73",4.16614008119324e-16,0.35901517779217,0.7,0.36,9.23216641992423e-12,"9","TMA7"
"ATP6V1F1",4.33179166741179e-16,0.364270101382805,0.623,0.299,9.59925033498452e-12,"9","ATP6V1F"
"LUC7L32",4.44302517256107e-16,0.298726539671301,0.432,0.185,9.84574378239533e-12,"9","LUC7L3"
"SMDT12",4.75782506099359e-16,0.294117103482731,0.668,0.331,1.05433403351618e-11,"9","SMDT1"
"RPL273",4.93785685173494e-16,0.459177665232866,0.991,0.872,1.09422907834446e-11,"9","RPL27"
"RPL5P172",5.52162138551072e-16,0.504779786732069,0.682,0.374,1.22359129902917e-11,"9","RPL5P17"
"EIF3J1",6.19131371739454e-16,0.310810510397582,0.35,0.137,1.37199511977463e-11,"9","EIF3J"
"TCP11",6.23762226284152e-16,0.29353512970726,0.4,0.164,1.38225709344568e-11,"9","TCP1"
"TMEM2191",8.12819055037309e-16,0.259673911155112,0.45,0.192,1.80120702596268e-11,"9","TMEM219"
"COX172",8.49201625390545e-16,0.407950332490381,0.527,0.249,1.88183080186545e-11,"9","COX17"
"NACA3P2",9.75693718935635e-16,0.504260656177348,0.727,0.443,2.16213728116137e-11,"9","NACA3P"
"PTTG11",9.86068358063316e-16,0.346070467756267,0.355,0.144,2.18512748146831e-11,"9","PTTG1"
"C6orf482",1.00295256043698e-15,0.371519319340996,0.709,0.392,2.22254287392835e-11,"9","C6orf48"
"RPL54",1.09474643038191e-15,0.581186483607034,0.918,0.859,2.42595808972632e-11,"9","RPL5"
"POLR2I1",1.11294890449894e-15,0.339580466607329,0.432,0.183,2.46629477236966e-11,"9","POLR2I"
"MTIF3",1.14279451623638e-15,0.272069726589163,0.318,0.121,2.53243264797982e-11,"9","MTIF3"
"AP002784.22",1.15836000749002e-15,0.305604203299185,0.577,0.273,2.56692577659788e-11,"9","AP002784.2"
"GNAS",1.21853397472332e-15,0.374363394241694,0.459,0.202,2.70027128798687e-11,"9","GNAS"
"NFKBIZ1",1.23469332447268e-15,0.329019064734949,0.45,0.192,2.73608040703146e-11,"9","NFKBIZ"
"SNRPD23",1.28602500045138e-15,0.416145276779202,0.841,0.52,2.84983140100025e-11,"9","SNRPD2"
"CTSD2",1.55237739232279e-15,0.255013204201154,0.55,0.26,3.4400683013873e-11,"9","CTSD"
"SPAG7",1.59896951061044e-15,0.26849702976689,0.323,0.122,3.54331643551273e-11,"9","SPAG7"
"SIVA11",1.64566355564242e-15,0.313042515197241,0.564,0.26,3.6467904393036e-11,"9","SIVA1"
"YWHAB3",1.65848335934408e-15,0.295187088351957,0.7,0.357,3.67519912430648e-11,"9","YWHAB"
"ARPC23",2.01529260580687e-15,0.484639015294809,0.841,0.535,4.46588841446803e-11,"9","ARPC2"
"RPL343",2.29254231515405e-15,0.5137006641891,0.995,0.956,5.08027377038137e-11,"9","RPL34"
"SLC25A6.12",2.38249597151421e-15,0.363006341748905,0.605,0.298,5.27961107287549e-11,"9","SLC25A6.1"
"NAXE",2.42754751705314e-15,0.259238701726814,0.264,0.093,5.37944529778975e-11,"9","NAXE"
"COMMD64",2.83529262531687e-15,0.480750996037917,0.923,0.611,6.28300845770219e-11,"9","COMMD6"
"RPL383",3.580711789572e-15,0.473504447454758,0.991,0.839,7.93485732569155e-11,"9","RPL38"
"MYL63",3.64427095717679e-15,0.498764573081299,0.959,0.821,8.07570444110378e-11,"9","MYL6"
"SH3BGRL1",3.70697335065652e-15,0.373187464751253,0.632,0.349,8.21465294505485e-11,"9","SH3BGRL"
"KPNA21",4.27115841036948e-15,0.349361987433827,0.341,0.139,9.46488703737878e-11,"9","KPNA2"
"SAMHD11",5.47862091657981e-15,0.518508286262381,0.295,0.117,1.21406239511409e-10,"9","SAMHD1"
"PFDN4",5.64799213018248e-15,0.327915486017779,0.427,0.187,1.25159505604844e-10,"9","PFDN4"
